Group	Measurement	Parameter	Unit	Value
V_200mN_NEW	6	Epsilon (O&P)		0.756
V_200mN_NEW	6	Ap (O&P)	nm©÷	57534584.000
V_200mN_NEW	6	m (O&P)		1.435
V_200mN_NEW	6	CIT	%	18.613
V_200mN_NEW	6	RIT	%	-0.147
V_200mN_NEW	6	Welast	pJ	42353.879
V_200mN_NEW	6	Wplast	pJ	97411.742
V_200mN_NEW	6	Wtotal	pJ	139765.625
V_200mN_NEW	6	nit	%	30.304
V_200mN_NEW	6	X	mm	9.329
V_200mN_NEW	6	Y	mm	38.950
V_200mN_NEW	6	F/S©÷(O&P)	nm©÷/mN	617.439
V_200mN_NEW	7	HIT (O&P)	MPa	3504.427
V_200mN_NEW	7	HVIT (O&P)	Vickers	357.230
V_200mN_NEW	7	EIT (O&P)	GPa	63.781
V_200mN_NEW	7	E* (O&P)	GPa	72.118
V_200mN_NEW	7	Er (O&P)	GPa	67.850
V_200mN_NEW	7	hm (O&P)	nm	1227.391
V_200mN_NEW	7	Fm (O&P)	mN	200.029
V_200mN_NEW	7	S (O&P)	mN/nm	0.578
V_200mN_NEW	7	Poisson's ratio		0.340
V_200mN_NEW	7	hc (O&P)	nm	953.939
V_200mN_NEW	7	hr (O&P)	nm	881.574
V_200mN_NEW	7	hp (O&P)	nm	808.691
V_200mN_NEW	7	Epsilon (O&P)		0.791
V_200mN_NEW	7	Ap (O&P)	nm©÷	57078904.000
V_200mN_NEW	7	m (O&P)		1.211
V_200mN_NEW	7	CIT	%	14.347
V_200mN_NEW	7	RIT	%	-0.194
V_200mN_NEW	7	Welast	pJ	38934.020
V_200mN_NEW	7	Wplast	pJ	96218.617
V_200mN_NEW	7	Wtotal	pJ	135152.625
V_200mN_NEW	7	nit	%	28.807
V_200mN_NEW	7	X	mm	9.179
V_200mN_NEW	7	Y	mm	39.100
V_200mN_NEW	7	F/S©÷(O&P)	nm©÷/mN	597.863
V_200mN_NEW	8	HIT (O&P)	MPa	3732.447
V_200mN_NEW	8	HVIT (O&P)	Vickers	380.474
V_200mN_NEW	8	EIT (O&P)	GPa	67.813
V_200mN_NEW	8	E* (O&P)	GPa	76.677
V_200mN_NEW	8	Er (O&P)	GPa	71.871
V_200mN_NEW	8	hm (O&P)	nm	1155.177
V_200mN_NEW	8	Fm (O&P)	mN	200.005
V_200mN_NEW	8	S (O&P)	mN/nm	0.594
V_200mN_NEW	8	Poisson's ratio		0.340
V_200mN_NEW	8	hc (O&P)	nm	892.686
V_200mN_NEW	8	hr (O&P)	nm	818.269
V_200mN_NEW	8	hp (O&P)	nm	728.618
V_200mN_NEW	8	Epsilon (O&P)		0.779
V_200mN_NEW	8	Ap (O&P)	nm©÷	53585592.000
V_200mN_NEW	8	m (O&P)		1.266
V_200mN_NEW	8	CIT	%	12.901
V_200mN_NEW	8	RIT	%	-0.198
V_200mN_NEW	8	Welast	pJ	37931.629
V_200mN_NEW	8	Wplast	pJ	89076.367
V_200mN_NEW	8	Wtotal	pJ	127007.992
V_200mN_NEW	8	nit	%	29.866
V_200mN_NEW	8	X	mm	9.329
V_200mN_NEW	8	Y	mm	39.100
V_200mN_NEW	8	F/S©÷(O&P)	nm©÷/mN	567.521
V_200mN_NEW	9	HIT (O&P)	MPa	3395.801
V_200mN_NEW	9	HVIT (O&P)	Vickers	346.157
V_200mN_NEW	9	EIT (O&P)	GPa	59.807
V_200mN_NEW	9	E* (O&P)	GPa	67.625
V_200mN_NEW	9	Er (O&P)	GPa	63.858
V_200mN_NEW	9	hm (O&P)	nm	1260.762
V_200mN_NEW	9	Fm (O&P)	mN	200.052
V_200mN_NEW	9	S (O&P)	mN/nm	0.553
V_200mN_NEW	9	Poisson's ratio		0.340
V_200mN_NEW	9	hc (O&P)	nm	986.242
V_200mN_NEW	9	hr (O&P)	nm	899.044
V_200mN_NEW	9	hp (O&P)	nm	754.089
V_200mN_NEW	9	Epsilon (O&P)		0.759
V_200mN_NEW	9	Ap (O&P)	nm©÷	58911700.000
V_200mN_NEW	9	m (O&P)		1.401
V_200mN_NEW	9	CIT	%	13.773
V_200mN_NEW	9	RIT	%	-0.178
V_200mN_NEW	9	Welast	pJ	43383.512
V_200mN_NEW	9	Wplast	pJ	90263.383
V_200mN_NEW	9	Wtotal	pJ	133646.891
V_200mN_NEW	9	nit	%	32.461
V_200mN_NEW	9	X	mm	10.764
V_200mN_NEW	9	Y	mm	39.053
V_200mN_NEW	9	F/S©÷(O&P)	nm©÷/mN	654.026
V_200mN_NEW	10	HIT (O&P)	MPa	3801.686
V_200mN_NEW	10	HVIT (O&P)	Vickers	387.532
V_200mN_NEW	10	EIT (O&P)	GPa	66.084
V_200mN_NEW	10	E* (O&P)	GPa	74.721
V_200mN_NEW	10	Er (O&P)	GPa	70.150
V_200mN_NEW	10	hm (O&P)	nm	1178.002
V_200mN_NEW	10	Fm (O&P)	mN	199.770
V_200mN_NEW	10	S (O&P)	mN/nm	0.574
V_200mN_NEW	10	Poisson's ratio		0.340
V_200mN_NEW	10	hc (O&P)	nm	874.568
V_200mN_NEW	10	hr (O&P)	nm	829.848
V_200mN_NEW	10	hp (O&P)	nm	803.696
V_200mN_NEW	10	Epsilon (O&P)		0.872
V_200mN_NEW	10	Ap (O&P)	nm©÷	52547804.000
V_200mN_NEW	10	m (O&P)		1.075
V_200mN_NEW	10	CIT	%	9.616
V_200mN_NEW	10	RIT	%	-0.156
V_200mN_NEW	10	Welast	pJ	36975.188
V_200mN_NEW	10	Wplast	pJ	88218.609
V_200mN_NEW	10	Wtotal	pJ	125193.797
V_200mN_NEW	10	nit	%	29.534
V_200mN_NEW	10	X	mm	10.914
V_200mN_NEW	10	Y	mm	39.053
V_200mN_NEW	10	F/S©÷(O&P)	nm©÷/mN	606.753
V_200mN_NEW	11	HIT (O&P)	MPa	3799.907
V_200mN_NEW	11	HVIT (O&P)	Vickers	387.350
V_200mN_NEW	11	EIT (O&P)	GPa	66.629
V_200mN_NEW	11	E* (O&P)	GPa	75.339
V_200mN_NEW	11	Er (O&P)	GPa	70.694
V_200mN_NEW	11	hm (O&P)	nm	1158.015
V_200mN_NEW	11	Fm (O&P)	mN	200.006
V_200mN_NEW	11	S (O&P)	mN/nm	0.579
V_200mN_NEW	11	Poisson's ratio		0.340
V_200mN_NEW	11	hc (O&P)	nm	876.080
V_200mN_NEW	11	hr (O&P)	nm	812.415
V_200mN_NEW	11	hp (O&P)	nm	765.170
V_200mN_NEW	11	Epsilon (O&P)		0.816
V_200mN_NEW	11	Ap (O&P)	nm©÷	52634492.000
V_200mN_NEW	11	m (O&P)		1.137
V_200mN_NEW	11	CIT	%	9.417
V_200mN_NEW	11	RIT	%	-0.179
V_200mN_NEW	11	Welast	pJ	37920.324
V_200mN_NEW	11	Wplast	pJ	84257.617
V_200mN_NEW	11	Wtotal	pJ	122177.938
V_200mN_NEW	11	nit	%	31.037
V_200mN_NEW	11	X	mm	10.764
V_200mN_NEW	11	Y	mm	39.203
V_200mN_NEW	11	F/S©÷(O&P)	nm©÷/mN	597.176
V_200mN_NEW	12	HIT (O&P)	MPa	3874.127
V_200mN_NEW	12	HVIT (O&P)	Vickers	394.916
V_200mN_NEW	12	EIT (O&P)	GPa	66.844
V_200mN_NEW	12	E* (O&P)	GPa	75.581
V_200mN_NEW	12	Er (O&P)	GPa	70.907
V_200mN_NEW	12	hm (O&P)	nm	1154.735
V_200mN_NEW	12	Fm (O&P)	mN	200.006
V_200mN_NEW	12	S (O&P)	mN/nm	0.575
V_200mN_NEW	12	Poisson's ratio		0.340
V_200mN_NEW	12	hc (O&P)	nm	858.509
V_200mN_NEW	12	hr (O&P)	nm	806.828
V_200mN_NEW	12	hp (O&P)	nm	776.605
V_200mN_NEW	12	Epsilon (O&P)		0.851
V_200mN_NEW	12	Ap (O&P)	nm©÷	51626212.000
V_200mN_NEW	12	m (O&P)		1.087
V_200mN_NEW	12	CIT	%	8.892
V_200mN_NEW	12	RIT	%	-0.184
V_200mN_NEW	12	Welast	pJ	37145.219
V_200mN_NEW	12	Wplast	pJ	85134.664
V_200mN_NEW	12	Wtotal	pJ	122279.883
V_200mN_NEW	12	nit	%	30.377
V_200mN_NEW	12	X	mm	10.914
V_200mN_NEW	12	Y	mm	39.203
V_200mN_NEW	12	F/S©÷(O&P)	nm©÷/mN	605.179
H_200mN_NEW	1	HIT (O&P)	MPa	3350.151
H_200mN_NEW	1	HVIT (O&P)	Vickers	341.504
H_200mN_NEW	1	EIT (O&P)	GPa	59.608
H_200mN_NEW	1	E* (O&P)	GPa	67.400
H_200mN_NEW	1	Er (O&P)	GPa	63.658
H_200mN_NEW	1	hm (O&P)	nm	1264.120
H_200mN_NEW	1	Fm (O&P)	mN	200.005
H_200mN_NEW	1	S (O&P)	mN/nm	0.555
H_200mN_NEW	1	Poisson's ratio		0.340
H_200mN_NEW	1	hc (O&P)	nm	1000.179
H_200mN_NEW	1	hr (O&P)	nm	903.753
H_200mN_NEW	1	hp (O&P)	nm	608.504
H_200mN_NEW	1	Epsilon (O&P)		0.732
H_200mN_NEW	1	Ap (O&P)	nm©÷	59700408.000
H_200mN_NEW	1	m (O&P)		1.819
H_200mN_NEW	1	CIT	%	20.513
H_200mN_NEW	1	RIT	%	-0.200
H_200mN_NEW	1	Welast	pJ	46597.855
H_200mN_NEW	1	Wplast	pJ	100178.758
H_200mN_NEW	1	Wtotal	pJ	146776.609
H_200mN_NEW	1	nit	%	31.747
H_200mN_NEW	1	X	mm	8.947
H_200mN_NEW	1	Y	mm	31.219
H_200mN_NEW	1	F/S©÷(O&P)	nm©÷/mN	649.306
H_200mN_NEW	2	HIT (O&P)	MPa	3810.167
H_200mN_NEW	2	HVIT (O&P)	Vickers	388.396
H_200mN_NEW	2	EIT (O&P)	GPa	67.086
H_200mN_NEW	2	E* (O&P)	GPa	75.854
H_200mN_NEW	2	Er (O&P)	GPa	71.148
H_200mN_NEW	2	hm (O&P)	nm	1146.486
H_200mN_NEW	2	Fm (O&P)	mN	199.884
H_200mN_NEW	2	S (O&P)	mN/nm	0.581
H_200mN_NEW	2	Poisson's ratio		0.340
H_200mN_NEW	2	hc (O&P)	nm	873.049
H_200mN_NEW	2	hr (O&P)	nm	802.734
H_200mN_NEW	2	hp (O&P)	nm	736.321
H_200mN_NEW	2	Epsilon (O&P)		0.795
H_200mN_NEW	2	Ap (O&P)	nm©÷	52460700.000
H_200mN_NEW	2	m (O&P)		1.193
H_200mN_NEW	2	CIT	%	11.055
H_200mN_NEW	2	RIT	%	-0.167
H_200mN_NEW	2	Welast	pJ	38726.547
H_200mN_NEW	2	Wplast	pJ	86132.508
H_200mN_NEW	2	Wtotal	pJ	124859.055
H_200mN_NEW	2	nit	%	31.016
H_200mN_NEW	2	X	mm	9.097
H_200mN_NEW	2	Y	mm	31.219
H_200mN_NEW	2	F/S©÷(O&P)	nm©÷/mN	591.171
H_200mN_NEW	3	HIT (O&P)	MPa	3690.457
H_200mN_NEW	3	HVIT (O&P)	Vickers	376.193
H_200mN_NEW	3	EIT (O&P)	GPa	68.782
H_200mN_NEW	3	E* (O&P)	GPa	77.772
H_200mN_NEW	3	Er (O&P)	GPa	72.832
H_200mN_NEW	3	hm (O&P)	nm	1176.858
H_200mN_NEW	3	Fm (O&P)	mN	200.001
H_200mN_NEW	3	S (O&P)	mN/nm	0.605
H_200mN_NEW	3	Poisson's ratio		0.340
H_200mN_NEW	3	hc (O&P)	nm	903.328
H_200mN_NEW	3	hr (O&P)	nm	846.278
H_200mN_NEW	3	hp (O&P)	nm	811.774
H_200mN_NEW	3	Epsilon (O&P)		0.827
H_200mN_NEW	3	Ap (O&P)	nm©÷	54194220.000
H_200mN_NEW	3	m (O&P)		1.104
H_200mN_NEW	3	CIT	%	9.506
H_200mN_NEW	3	RIT	%	-0.178
H_200mN_NEW	3	Welast	pJ	35924.828
H_200mN_NEW	3	Wplast	pJ	87774.109
H_200mN_NEW	3	Wtotal	pJ	123698.938
H_200mN_NEW	3	nit	%	29.042
H_200mN_NEW	3	X	mm	8.947
H_200mN_NEW	3	Y	mm	31.369
H_200mN_NEW	3	F/S©÷(O&P)	nm©÷/mN	546.413
H_200mN_NEW	4	HIT (O&P)	MPa	3863.262
H_200mN_NEW	4	HVIT (O&P)	Vickers	393.809
H_200mN_NEW	4	EIT (O&P)	GPa	69.262
H_200mN_NEW	4	E* (O&P)	GPa	78.316
H_200mN_NEW	4	Er (O&P)	GPa	73.309
H_200mN_NEW	4	hm (O&P)	nm	1142.057
H_200mN_NEW	4	Fm (O&P)	mN	200.006
H_200mN_NEW	4	S (O&P)	mN/nm	0.595
H_200mN_NEW	4	Poisson's ratio		0.340
H_200mN_NEW	4	hc (O&P)	nm	861.035
H_200mN_NEW	4	hr (O&P)	nm	806.018
H_200mN_NEW	4	hp (O&P)	nm	773.845
H_200mN_NEW	4	Epsilon (O&P)		0.836
H_200mN_NEW	4	Ap (O&P)	nm©÷	51771284.000
H_200mN_NEW	4	m (O&P)		1.096
H_200mN_NEW	4	CIT	%	8.299
H_200mN_NEW	4	RIT	%	-0.182
H_200mN_NEW	4	Welast	pJ	36370.492
H_200mN_NEW	4	Wplast	pJ	85069.672
H_200mN_NEW	4	Wtotal	pJ	121440.164
H_200mN_NEW	4	nit	%	29.949
H_200mN_NEW	4	X	mm	9.097
H_200mN_NEW	4	Y	mm	31.369
H_200mN_NEW	4	F/S©÷(O&P)	nm©÷/mN	564.593
H_200mN_NEW	5	HIT (O&P)	MPa	3675.984
H_200mN_NEW	5	HVIT (O&P)	Vickers	374.718
H_200mN_NEW	5	EIT (O&P)	GPa	65.225
H_200mN_NEW	5	E* (O&P)	GPa	73.751
H_200mN_NEW	5	Er (O&P)	GPa	69.294
H_200mN_NEW	5	hm (O&P)	nm	1185.014
H_200mN_NEW	5	Fm (O&P)	mN	200.013
H_200mN_NEW	5	S (O&P)	mN/nm	0.577
H_200mN_NEW	5	Poisson's ratio		0.340
H_200mN_NEW	5	hc (O&P)	nm	907.117
H_200mN_NEW	5	hr (O&P)	nm	838.224
H_200mN_NEW	5	hp (O&P)	nm	776.900
H_200mN_NEW	5	Epsilon (O&P)		0.801
H_200mN_NEW	5	Ap (O&P)	nm©÷	54410752.000
H_200mN_NEW	5	m (O&P)		1.177
H_200mN_NEW	5	CIT	%	13.629
H_200mN_NEW	5	RIT	%	-0.204
H_200mN_NEW	5	Welast	pJ	38644.816
H_200mN_NEW	5	Wplast	pJ	92881.422
H_200mN_NEW	5	Wtotal	pJ	131526.234
H_200mN_NEW	5	nit	%	29.382
H_200mN_NEW	5	X	mm	4.411
H_200mN_NEW	5	Y	mm	29.968
H_200mN_NEW	5	F/S©÷(O&P)	nm©÷/mN	601.276
H_200mN_NEW	6	HIT (O&P)	MPa	4165.918
H_200mN_NEW	6	HVIT (O&P)	Vickers	424.660
H_200mN_NEW	6	EIT (O&P)	GPa	71.165
H_200mN_NEW	6	E* (O&P)	GPa	80.467
H_200mN_NEW	6	Er (O&P)	GPa	75.190
H_200mN_NEW	6	hm (O&P)	nm	1090.712
H_200mN_NEW	6	Fm (O&P)	mN	199.893
H_200mN_NEW	6	S (O&P)	mN/nm	0.588
H_200mN_NEW	6	Poisson's ratio		0.340
H_200mN_NEW	6	hc (O&P)	nm	795.295
H_200mN_NEW	6	hr (O&P)	nm	750.588
H_200mN_NEW	6	hp (O&P)	nm	724.444
H_200mN_NEW	6	Epsilon (O&P)		0.869
H_200mN_NEW	6	Ap (O&P)	nm©÷	47982848.000
H_200mN_NEW	6	m (O&P)		1.077
H_200mN_NEW	6	CIT	%	10.874
H_200mN_NEW	6	RIT	%	-0.155
H_200mN_NEW	6	Welast	pJ	36136.426
H_200mN_NEW	6	Wplast	pJ	81524.023
H_200mN_NEW	6	Wtotal	pJ	117660.445
H_200mN_NEW	6	nit	%	30.712
H_200mN_NEW	6	X	mm	4.561
H_200mN_NEW	6	Y	mm	29.968
H_200mN_NEW	6	F/S©÷(O&P)	nm©÷/mN	578.731
H_200mN_NEW	7	HIT (O&P)	MPa	3855.803
H_200mN_NEW	7	HVIT (O&P)	Vickers	393.048
H_200mN_NEW	7	EIT (O&P)	GPa	67.856
H_200mN_NEW	7	E* (O&P)	GPa	76.726
H_200mN_NEW	7	Er (O&P)	GPa	71.914
H_200mN_NEW	7	hm (O&P)	nm	1161.426
H_200mN_NEW	7	Fm (O&P)	mN	200.007
H_200mN_NEW	7	S (O&P)	mN/nm	0.584
H_200mN_NEW	7	Poisson's ratio		0.340
H_200mN_NEW	7	hc (O&P)	nm	862.783
H_200mN_NEW	7	hr (O&P)	nm	819.201
H_200mN_NEW	7	hp (O&P)	nm	793.714
H_200mN_NEW	7	Epsilon (O&P)		0.873
H_200mN_NEW	7	Ap (O&P)	nm©÷	51871684.000
H_200mN_NEW	7	m (O&P)		1.074
H_200mN_NEW	7	CIT	%	9.133
H_200mN_NEW	7	RIT	%	-0.184
H_200mN_NEW	7	Welast	pJ	36616.383
H_200mN_NEW	7	Wplast	pJ	82883.789
H_200mN_NEW	7	Wtotal	pJ	119500.172
H_200mN_NEW	7	nit	%	30.641
H_200mN_NEW	7	X	mm	4.411
H_200mN_NEW	7	Y	mm	30.118
H_200mN_NEW	7	F/S©÷(O&P)	nm©÷/mN	585.570
H_200mN_NEW	8	HIT (O&P)	MPa	3997.487
H_200mN_NEW	8	HVIT (O&P)	Vickers	407.491
H_200mN_NEW	8	EIT (O&P)	GPa	70.103
H_200mN_NEW	8	E* (O&P)	GPa	79.266
H_200mN_NEW	8	Er (O&P)	GPa	74.140
H_200mN_NEW	8	hm (O&P)	nm	1105.733
H_200mN_NEW	8	Fm (O&P)	mN	200.006
H_200mN_NEW	8	S (O&P)	mN/nm	0.592
H_200mN_NEW	8	Poisson's ratio		0.340
H_200mN_NEW	8	hc (O&P)	nm	830.813
H_200mN_NEW	8	hr (O&P)	nm	767.741
H_200mN_NEW	8	hp (O&P)	nm	719.289
H_200mN_NEW	8	Epsilon (O&P)		0.813
H_200mN_NEW	8	Ap (O&P)	nm©÷	50033024.000
H_200mN_NEW	8	m (O&P)		1.143
H_200mN_NEW	8	CIT	%	8.551
H_200mN_NEW	8	RIT	%	-0.158
H_200mN_NEW	8	Welast	pJ	36675.148
H_200mN_NEW	8	Wplast	pJ	82202.750
H_200mN_NEW	8	Wtotal	pJ	118877.898
H_200mN_NEW	8	nit	%	30.851
H_200mN_NEW	8	X	mm	4.561
H_200mN_NEW	8	Y	mm	30.118
H_200mN_NEW	8	F/S©÷(O&P)	nm©÷/mN	571.173
H_100mN_NEW	2	HIT (O&P)	MPa	3735.287
H_100mN_NEW	2	HVIT (O&P)	Vickers	380.763
H_100mN_NEW	2	EIT (O&P)	GPa	87.840
H_100mN_NEW	2	E* (O&P)	GPa	99.322
H_100mN_NEW	2	Er (O&P)	GPa	91.404
H_100mN_NEW	2	hm (O&P)	nm	575.911
H_100mN_NEW	2	Fm (O&P)	mN	99.957
H_100mN_NEW	2	S (O&P)	mN/nm	0.534
H_100mN_NEW	2	Poisson's ratio		0.340
H_100mN_NEW	2	hc (O&P)	nm	435.379
H_100mN_NEW	2	hr (O&P)	nm	388.563
H_100mN_NEW	2	hp (O&P)	nm	295.121
H_100mN_NEW	2	Epsilon (O&P)		0.750
H_100mN_NEW	2	Ap (O&P)	nm©÷	26760190.000
H_100mN_NEW	2	m (O&P)		1.499
H_100mN_NEW	2	CIT	%	14.111
H_100mN_NEW	2	RIT	%	-0.359
H_100mN_NEW	2	Welast	pJ	11061.184
H_100mN_NEW	2	Wplast	pJ	20635.238
H_100mN_NEW	2	Wtotal	pJ	31696.420
H_100mN_NEW	2	nit	%	34.897
H_100mN_NEW	2	X	mm	9.498
H_100mN_NEW	2	Y	mm	32.228
H_100mN_NEW	2	F/S©÷(O&P)	nm©÷/mN	351.140
H_100mN_NEW	4	HIT (O&P)	MPa	3768.544
H_100mN_NEW	4	HVIT (O&P)	Vickers	384.153
H_100mN_NEW	4	EIT (O&P)	GPa	93.176
H_100mN_NEW	4	E* (O&P)	GPa	105.355
H_100mN_NEW	4	Er (O&P)	GPa	96.489
H_100mN_NEW	4	hm (O&P)	nm	567.999
H_100mN_NEW	4	Fm (O&P)	mN	99.999
H_100mN_NEW	4	S (O&P)	mN/nm	0.561
H_100mN_NEW	4	Poisson's ratio		0.340
H_100mN_NEW	4	hc (O&P)	nm	431.635
H_100mN_NEW	4	hr (O&P)	nm	389.699
H_100mN_NEW	4	hp (O&P)	nm	326.336
H_100mN_NEW	4	Epsilon (O&P)		0.765
H_100mN_NEW	4	Ap (O&P)	nm©÷	26535124.000
H_100mN_NEW	4	m (O&P)		1.355
H_100mN_NEW	4	CIT	%	12.122
H_100mN_NEW	4	RIT	%	-0.364
H_100mN_NEW	4	Welast	pJ	10284.189
H_100mN_NEW	4	Wplast	pJ	20529.455
H_100mN_NEW	4	Wtotal	pJ	30813.645
H_100mN_NEW	4	nit	%	33.375
H_100mN_NEW	4	X	mm	9.498
H_100mN_NEW	4	Y	mm	32.378
H_100mN_NEW	4	F/S©÷(O&P)	nm©÷/mN	317.910
H_100mN_NEW	6	HIT (O&P)	MPa	3906.570
H_100mN_NEW	6	HVIT (O&P)	Vickers	398.223
H_100mN_NEW	6	EIT (O&P)	GPa	92.261
H_100mN_NEW	6	E* (O&P)	GPa	104.320
H_100mN_NEW	6	Er (O&P)	GPa	95.620
H_100mN_NEW	6	hm (O&P)	nm	559.105
H_100mN_NEW	6	Fm (O&P)	mN	99.970
H_100mN_NEW	6	S (O&P)	mN/nm	0.546
H_100mN_NEW	6	Poisson's ratio		0.340
H_100mN_NEW	6	hc (O&P)	nm	415.931
H_100mN_NEW	6	hr (O&P)	nm	375.947
H_100mN_NEW	6	hp (O&P)	nm	329.455
H_100mN_NEW	6	Epsilon (O&P)		0.782
H_100mN_NEW	6	Ap (O&P)	nm©÷	25590240.000
H_100mN_NEW	6	m (O&P)		1.254
H_100mN_NEW	6	CIT	%	8.802
H_100mN_NEW	6	RIT	%	-0.355
H_100mN_NEW	6	Welast	pJ	10252.192
H_100mN_NEW	6	Wplast	pJ	19489.281
H_100mN_NEW	6	Wtotal	pJ	29741.473
H_100mN_NEW	6	nit	%	34.471
H_100mN_NEW	6	X	mm	8.673
H_100mN_NEW	6	Y	mm	30.294
H_100mN_NEW	6	F/S©÷(O&P)	nm©÷/mN	335.570
H_100mN_NEW	7	HIT (O&P)	MPa	3811.484
H_100mN_NEW	7	HVIT (O&P)	Vickers	388.530
H_100mN_NEW	7	EIT (O&P)	GPa	86.469
H_100mN_NEW	7	E* (O&P)	GPa	97.771
H_100mN_NEW	7	Er (O&P)	GPa	90.089
H_100mN_NEW	7	hm (O&P)	nm	570.886
H_100mN_NEW	7	Fm (O&P)	mN	100.002
H_100mN_NEW	7	S (O&P)	mN/nm	0.521
H_100mN_NEW	7	Poisson's ratio		0.340
H_100mN_NEW	7	hc (O&P)	nm	426.676
H_100mN_NEW	7	hr (O&P)	nm	378.832
H_100mN_NEW	7	hp (O&P)	nm	284.687
H_100mN_NEW	7	Epsilon (O&P)		0.751
H_100mN_NEW	7	Ap (O&P)	nm©÷	26236928.000
H_100mN_NEW	7	m (O&P)		1.490
H_100mN_NEW	7	CIT	%	10.986
H_100mN_NEW	7	RIT	%	-0.362
H_100mN_NEW	7	Welast	pJ	11263.747
H_100mN_NEW	7	Wplast	pJ	18864.373
H_100mN_NEW	7	Wtotal	pJ	30128.121
H_100mN_NEW	7	nit	%	37.386
H_100mN_NEW	7	X	mm	8.523
H_100mN_NEW	7	Y	mm	30.444
H_100mN_NEW	7	F/S©÷(O&P)	nm©÷/mN	368.838
H_100mN_NEW	8	HIT (O&P)	MPa	4004.690
H_100mN_NEW	8	HVIT (O&P)	Vickers	408.225
H_100mN_NEW	8	EIT (O&P)	GPa	89.017
H_100mN_NEW	8	E* (O&P)	GPa	100.652
H_100mN_NEW	8	Er (O&P)	GPa	92.530
H_100mN_NEW	8	hm (O&P)	nm	557.308
H_100mN_NEW	8	Fm (O&P)	mN	100.003
H_100mN_NEW	8	S (O&P)	mN/nm	0.522
H_100mN_NEW	8	Poisson's ratio		0.340
H_100mN_NEW	8	hc (O&P)	nm	405.661
H_100mN_NEW	8	hr (O&P)	nm	365.639
H_100mN_NEW	8	hp (O&P)	nm	325.653
H_100mN_NEW	8	Epsilon (O&P)		0.791
H_100mN_NEW	8	Ap (O&P)	nm©÷	24971464.000
H_100mN_NEW	8	m (O&P)		1.209
H_100mN_NEW	8	CIT	%	7.694
H_100mN_NEW	8	RIT	%	-0.382
H_100mN_NEW	8	Welast	pJ	10615.167
H_100mN_NEW	8	Wplast	pJ	17942.383
H_100mN_NEW	8	Wtotal	pJ	28557.551
H_100mN_NEW	8	nit	%	37.171
H_100mN_NEW	8	X	mm	8.673
H_100mN_NEW	8	Y	mm	30.444
H_100mN_NEW	8	F/S©÷(O&P)	nm©÷/mN	367.361
V_100mN_NEW	1	HIT (O&P)	MPa	3850.842
V_100mN_NEW	1	HVIT (O&P)	Vickers	392.542
V_100mN_NEW	1	EIT (O&P)	GPa	84.590
V_100mN_NEW	1	E* (O&P)	GPa	95.647
V_100mN_NEW	1	Er (O&P)	GPa	88.283
V_100mN_NEW	1	hm (O&P)	nm	609.272
V_100mN_NEW	1	Fm (O&P)	mN	100.027
V_100mN_NEW	1	S (O&P)	mN/nm	0.508
V_100mN_NEW	1	Poisson's ratio		0.340
V_100mN_NEW	1	hc (O&P)	nm	422.330
V_100mN_NEW	1	hr (O&P)	nm	412.254
V_100mN_NEW	1	hp (O&P)	nm	406.361
V_100mN_NEW	1	Epsilon (O&P)		0.949
V_100mN_NEW	1	Ap (O&P)	nm©÷	25975444.000
V_100mN_NEW	1	m (O&P)		1.030
V_100mN_NEW	1	CIT	%	10.110
V_100mN_NEW	1	RIT	%	-0.357
V_100mN_NEW	1	Welast	pJ	10223.608
V_100mN_NEW	1	Wplast	pJ	20799.109
V_100mN_NEW	1	Wtotal	pJ	31022.719
V_100mN_NEW	1	nit	%	32.955
V_100mN_NEW	1	X	mm	11.451
V_100mN_NEW	1	Y	mm	37.751
V_100mN_NEW	1	F/S©÷(O&P)	nm©÷/mN	388.055
V_100mN_NEW	2	HIT (O&P)	MPa	3716.960
V_100mN_NEW	2	HVIT (O&P)	Vickers	378.895
V_100mN_NEW	2	EIT (O&P)	GPa	87.090
V_100mN_NEW	2	E* (O&P)	GPa	98.474
V_100mN_NEW	2	Er (O&P)	GPa	90.686
V_100mN_NEW	2	hm (O&P)	nm	582.524
V_100mN_NEW	2	Fm (O&P)	mN	99.933
V_100mN_NEW	2	S (O&P)	mN/nm	0.531
V_100mN_NEW	2	Poisson's ratio		0.340
V_100mN_NEW	2	hc (O&P)	nm	437.466
V_100mN_NEW	2	hr (O&P)	nm	394.180
V_100mN_NEW	2	hp (O&P)	nm	335.033
V_100mN_NEW	2	Epsilon (O&P)		0.770
V_100mN_NEW	2	Ap (O&P)	nm©÷	26885560.000
V_100mN_NEW	2	m (O&P)		1.314
V_100mN_NEW	2	CIT	%	9.445
V_100mN_NEW	2	RIT	%	-0.359
V_100mN_NEW	2	Welast	pJ	10837.380
V_100mN_NEW	2	Wplast	pJ	19744.348
V_100mN_NEW	2	Wtotal	pJ	30581.729
V_100mN_NEW	2	nit	%	35.437
V_100mN_NEW	2	X	mm	11.601
V_100mN_NEW	2	Y	mm	37.751
V_100mN_NEW	2	F/S©÷(O&P)	nm©÷/mN	354.976
V_100mN_NEW	3	HIT (O&P)	MPa	3641.675
V_100mN_NEW	3	HVIT (O&P)	Vickers	371.221
V_100mN_NEW	3	EIT (O&P)	GPa	83.433
V_100mN_NEW	3	E* (O&P)	GPa	94.338
V_100mN_NEW	3	Er (O&P)	GPa	87.167
